,school,sex,age,address,Mjob,Fjob,guardian,traveltime,studytime,paid,nursery,internet,absences,G1,G2,G3,G3_pred
341,GP,M,18,U,teacher,services,father,1,2,no,yes,yes,0,10,10,D,C
342,GP,M,18,U,services,other,mother,1,2,no,yes,yes,11,16,15,A,A
343,GP,F,17,U,at_home,at_home,father,1,2,no,yes,yes,0,9,8,D,D
344,GP,F,18,U,at_home,other,mother,1,3,no,yes,yes,4,11,10,C,B
345,GP,F,18,U,other,services,mother,1,3,no,yes,yes,7,13,13,A,A
346,GP,M,18,R,teacher,services,mother,1,3,no,yes,yes,9,16,15,A,A
347,GP,M,18,U,teacher,other,mother,1,3,yes,yes,yes,0,10,10,C,C
348,GP,F,17,U,health,other,mother,1,3,yes,yes,yes,0,13,15,A,A
349,MS,M,18,R,other,other,mother,2,1,no,no,yes,10,11,13,B,B
350,MS,M,19,R,other,services,other,3,2,no,yes,yes,8,8,7,C,C
351,MS,M,17,U,health,other,mother,2,2,yes,yes,yes,2,13,13,B,B
352,MS,M,18,U,at_home,services,mother,1,1,no,yes,yes,7,8,7,C,C
353,MS,M,19,R,other,other,other,3,1,no,yes,yes,4,8,8,C,D
354,MS,M,17,R,services,other,mother,2,2,yes,no,yes,4,13,11,B,B
355,MS,F,18,U,services,services,father,1,2,no,yes,no,0,10,9,C,C
356,MS,F,17,R,teacher,services,father,2,2,yes,yes,yes,4,12,13,B,B
357,MS,F,17,U,services,other,mother,2,2,no,yes,no,2,12,12,B,B
358,MS,M,18,U,other,services,father,2,1,no,no,yes,4,10,10,C,C
359,MS,F,18,U,at_home,services,father,2,3,no,yes,yes,0,18,16,A,A
360,MS,F,18,R,at_home,other,mother,3,2,no,yes,no,0,13,13,B,B
361,MS,M,18,R,at_home,other,mother,2,2,no,no,no,2,13,12,B,B
362,MS,F,18,U,services,services,mother,2,2,no,yes,yes,0,11,11,C,B
363,MS,F,17,U,at_home,at_home,mother,1,2,yes,yes,yes,0,16,15,A,A
364,MS,F,17,R,other,services,father,2,2,no,no,no,0,12,11,B,B
365,MS,M,18,R,at_home,other,mother,2,2,yes,yes,no,4,10,10,C,C
366,MS,M,18,U,teacher,services,mother,2,3,yes,yes,yes,0,13,13,B,B
367,MS,F,17,R,other,services,mother,3,1,yes,yes,yes,0,7,6,D,D
368,MS,F,18,U,at_home,services,father,2,1,yes,yes,yes,0,11,10,C,C
369,MS,F,18,R,other,teacher,father,3,2,yes,no,yes,10,14,12,B,B
370,MS,F,19,U,services,services,other,2,2,no,yes,no,4,7,7,C,C
371,MS,M,18,R,at_home,services,father,3,1,yes,yes,yes,3,14,12,B,C
372,MS,F,17,U,other,at_home,mother,1,3,no,yes,no,8,13,11,B,B
373,MS,F,17,R,other,other,mother,1,1,no,yes,yes,14,6,5,D,D
374,MS,F,18,R,other,other,mother,2,3,no,yes,yes,0,19,18,A,A
375,MS,F,18,R,other,other,mother,4,3,no,yes,yes,2,8,8,C,D
376,MS,F,20,U,health,other,other,2,3,yes,no,yes,4,15,14,A,A
377,MS,F,18,R,teacher,services,mother,1,2,yes,yes,yes,4,8,9,C,C
378,MS,F,18,U,other,other,mother,1,2,yes,yes,yes,0,15,15,A,A
379,MS,F,17,R,at_home,other,mother,1,2,yes,no,yes,17,10,10,C,C
380,MS,M,18,U,teacher,teacher,father,1,2,yes,no,yes,4,15,14,A,A
381,MS,M,18,R,other,other,mother,2,1,no,no,yes,5,7,6,D,D
382,MS,M,17,U,other,services,father,2,2,no,yes,yes,2,11,11,C,C
383,MS,M,19,R,other,services,mother,2,1,no,yes,no,0,6,5,D,D
384,MS,M,18,R,other,other,father,2,1,yes,yes,no,14,6,5,D,C
385,MS,F,18,R,at_home,other,mother,2,3,yes,yes,no,2,10,9,C,C
386,MS,F,18,R,teacher,at_home,mother,3,1,yes,yes,yes,7,6,5,D,D
387,MS,F,19,R,services,other,mother,1,3,no,no,yes,0,7,5,D,D
388,MS,F,18,U,teacher,services,mother,1,2,yes,yes,yes,0,7,9,C,C
389,MS,F,18,U,other,other,mother,2,2,no,yes,no,0,6,5,D,D
390,MS,M,20,U,services,services,other,1,2,yes,yes,no,11,9,9,C,C
391,MS,M,17,U,services,services,mother,2,1,no,no,yes,3,14,16,A,A
392,MS,M,21,R,other,other,other,1,1,no,no,no,3,10,8,D,D
393,MS,M,18,R,services,other,mother,3,1,no,no,yes,0,11,12,C,B
394,MS,M,19,U,other,at_home,father,1,1,no,yes,yes,5,8,9,C,D
